Symbol,Description,Industry,Sector,Exchange,Index,Market capitalization,Market capitalization - Currency,Price,Price - Currency,Pre-market Open,Pre-market Open - Currency,Pre-market Change,Pre-market Change - Currency,Pre-market Change %,Pre-market Gap %,Float shares outstanding,Volume 1 day,Volume 1 week,Pre-market Volume,Average Volume 10 days,Average Volume 30 days,Average Volume 90 days,Volatility 1 day,Volatility 1 week,Volatility 1 month,Volume Weighted Average Price 1 day,Price to earnings ratio,Relative Volume at Time,Relative Volume 1 day,Beta 1 year,Beta 3 years,Beta 5 years,Relative Volume 1 minute,Relative Volume 5 minutes,Relative Volume 15 minutes,Relative Volume 30 minutes,Relative Volume 1 hour,Relative Volume 2 hours,Relative Volume 4 hours,Relative Volume 1 week,Relative Volume 1 month,High 1 month,High 1 month - Currency,High 3 months,High 3 months - Currency,High 6 months,High 6 months - Currency,High 52 weeks,High 52 weeks - Currency,High All Time,High All Time - Currency,High 5 minutes,High 5 minutes - Currency,High 15 minutes,High 15 minutes - Currency,High 30 minutes,High 30 minutes - Currency,High 1 hour,High 1 hour - Currency,High 2 hours,High 2 hours - Currency,High 4 hours,High 4 hours - Currency,High 1 day,High 1 day - Currency,High 1 week,High 1 week - Currency,High 1 month,High 1 month - Currency,"Revenue per employee, Annual","Revenue per employee, Annual - Currency",Simple Moving Average (5) 1 minute,Simple Moving Average (8) 1 minute,Simple Moving Average (5) 5 minutes,Simple Moving Average (13) 5 minutes,"Bollinger Bands (20) 1 minute, Upper","Bollinger Bands (20) 1 minute, Basis","Bollinger Bands (20) 1 minute, Lower","Bollinger Bands (20) 5 minutes, Upper","Bollinger Bands (20) 5 minutes, Basis","Bollinger Bands (20) 5 minutes, Lower",International Securities Identification Number,Relative Volume 1 day,Recent earnings date,Upcoming earnings date,Analyst Rating,Target price 1 year,Target price 1 year - Currency,Technical Rating 5 minutes,Exponential Moving Average (3) 1 day,Exponential Moving Average (7) 1 day
GM,General Motors Company,Motor vehicles,Consumer durables,NYSE,"S&P 500, S&P 500 Consumer Discretionary, S&P 100, Russell 3000, Russell 1000, S&P 500 ESG",47171050462.90102,USD,47.408,USD,47.32,USD,0.59,USD,1.25,0.25423729,992868715.712,1829965,81783515,48070,15115788.1,13001015.46666667,11572967.65555556,1.76633326,4.93239505,3.32190261,47.406,7.71627142,0.77292023,0.11722758,1.2938462,1.5965035,1.4340109,0.17620544,0.12247773,0.54314178,0.36006934,0.83434191,0.40810088,0.22451755,1.76188402,0.30932014,50.5,USD,55.06,USD,61.24,USD,61.24,USD,67.21,USD,47.52,USD,47.67,USD,47.67,USD,47.82,USD,47.82,USD,47.82,USD,47.82,USD,50.5,USD,50.5,USD,1157049.38271605,USD,47.458,47.498125,47.465,47.41692308,47.69482255,47.48975,47.28467745,47.65497972,47.40075,47.14652028,,0.11722758,2025-01-28,2025-04-29,Buy,62.086957,USD,Neutral,47.38264226,47.40630673
HMC,"Honda Motor Company, Ltd.",Motor vehicles,Consumer durables,NYSE,,46873381205.44222,USD,29.005,USD,29.01,USD,0.11,USD,0.38194444,0.72916667,1546389721.70058,422568,6314001,2388,1110347.8,1163746.96666667,1412477.7,1.13989637,2.00439678,1.58762975,29.02833333,6.74017614,1.09658017,0.36426734,0.5618358,0.5817594,0.63229376,0.06767417,0.14573278,0.58993287,0.39699374,0.84813003,0.47801425,0.23267403,0.95292906,0.29067493,29.13,USD,30.57,USD,33.72,USD,37.9,USD,44.56,USD,29.01,USD,29.035,USD,29.035,USD,29.13,USD,29.13,USD,29.13,USD,29.13,USD,29.13,USD,29.13,USD,724517.13869415,USD,29.01,29.0160625,29.02,28.955,29.057871,29.02468,28.991489,29.14347715,28.894335,28.64519285,,0.36426734,2025-02-13,2025-05-09,Buy,34.448615,USD,Buy,28.73621386,28.31832913
E,ENI S.p.A.,Oil refining/Marketing,Energy minerals,NYSE,,45340818451.86262,USD,29.47,USD,28.89,USD,0.49,USD,1.71268787,0.97867878,1590495239.38131,34641,1419262,885,287279,251678.03333333,283905.48888889,2.94218269,1.85369494,1.21755682,29.39,16.85541066,0.75297559,0.11509731,0.26668584,0.80561084,0.90370184,0.19138756,0.04286602,0.40146595,0.2115325,0.90181258,0.56312932,0.23103227,1.15253395,0.22399466,29.95,USD,29.95,USD,32.23,USD,33.78,USD,85.16,USD,29.47,USD,29.47,USD,29.47,USD,29.47,USD,29.47,USD,29.47,USD,29.47,USD,29.47,USD,29.47,USD,,,29.431,29.414375,29.418,29.14307692,29.45415929,29.400995,29.34783071,29.76847674,28.9515,28.13452326,,0.11509731,2025-02-27,2025-04-24,Buy,34.089622,USD,Strong buy,29.00930918,28.9117451
HES,Hess Corporation,Integrated oil,Energy minerals,NYSE,"S&P 500, S&P 500 Energy, Russell 3000, Russell 1000, S&P 500 ESG",45315789430.45815,USD,146.99,USD,144.35,USD,0.09,USD,0.06278778,0.70461839,286106999.388,252214,10060209,1169,1949186.6,1872505.63333333,1808147.73333333,2.64753013,3.25591781,2.25417224,145.88666667,16.36039846,1.15088641,0.12023037,0.6392213,0.8318344,1.2187525,0.03579611,0.0278367,0.46259537,0.3158413,0.98123748,0.48370652,0.21558674,1.21903802,0.26424843,151.3,USD,151.77,USD,151.77,USD,163.98,USD,167.75,USD,147.07,USD,147.14,USD,147.14,USD,147.14,USD,147.14,USD,147.14,USD,147.14,USD,150.52,USD,150.52,USD,7176405.11964385,USD,147.01,146.925625,146.748,145.58859231,147.18506993,146.61525,146.04543007,148.08437205,144.748085,141.41179795,,0.12023037,2025-01-29,2025-04-23,Buy,168.538462,USD,Strong buy,145.02046786,144.94020972
FICO,Fair Isaac Corporation,Packaged software,Technology services,NYSE,"S&P 500, S&P 500 Information Technology, Nasdaq US Large Cap Growth, Russell 3000, Russell 1000",44836341980.33828,USD,1836.19,USD,1830,USD,2.69,USD,0.14808617,0.74263285,23748799.879,15340,858231,200,191500.2,216012.9,185149.95555556,2.98559119,3.11928108,3.03935843,1833.92833333,84.2694876,0.75685354,0.0745636,1.2704811,1.6188039,1.4109255,0.98473658,0.21987687,0.15697766,0.07556294,0.78556644,0.48122601,0.2222656,0.92390782,0.2342191,1924.315,USD,2361.83,USD,2402.515,USD,2402.515,USD,2402.515,USD,1836.19,USD,1838.77,USD,1838.77,USD,1859.755,USD,1859.755,USD,1859.755,USD,1859.755,USD,1919.6,USD,1919.6,USD,478953.15114334,USD,1847.892,1848.495625,1844.445,1830.08153846,1862.21509737,1831.919,1801.62290263,1849.74539629,1828.76625,1807.78710371,,0.0745636,2025-02-04,2025-04-30,Buy,2034.1875,USD,Buy,1839.61358484,1840.88019076
TEL,TE Connectivity plc,Semiconductors,Electronic technology,NYSE,"S&P 500, S&P 500 Information Technology, S&P 500 ESG",44402409979.3192,USD,148.825,USD,149.01,USD,2.72,USD,1.84669699,1.16776427,297951118.509,136354,6350959,200,1477076.1,1487423.96666667,1561543.13333333,1.70352668,2.53300108,2.25811439,148.07663333,23.7565048,1.02592167,0.08410807,1.0673398,1.2018814,1.3139172,0.07553705,0.05848325,1.80058644,1.25883294,1.2278634,0.64601488,0.23599217,0.92612052,0.19173369,156.87,USD,156.98,USD,156.98,USD,159.98,USD,166.44,USD,148.9499,USD,148.9499,USD,148.9499,USD,148.9499,USD,148.9499,USD,148.9499,USD,148.9499,USD,155.38,USD,155.38,USD,182126.43678161,USD,148.76198,148.7093625,148.59098,147.88076154,148.96448594,148.438584,147.91268206,148.82060499,147.77387,146.72713501,IE000IVNQZ81,0.08410807,2025-01-22,2025-04-23,Buy,174.823529,USD,Buy,148.82772479,149.86265061
OXY,Occidental Petroleum Corporation,Integrated oil,Energy minerals,NYSE,"S&P 500, S&P 500 Energy, Russell 3000, Russell 1000, S&P 500 ESG",44371384848.53314,USD,47.245,USD,45.8,USD,0.73,USD,1.59702472,0.19689346,935380789.784,2253255,71826801,172396,12442778.7,11720763.6,11518922.12222222,3.41991342,4.12926595,3.00835343,46.91166667,19.28997224,0.94604099,0.16559836,0.27056015,0.759948,1.5389674,0.36205995,0.12680269,0.81181248,0.52274049,1.49884946,0.7319387,0.32416436,1.48181904,0.3360655,52.58,USD,53.2,USD,56.49,USD,71.185,USD,113.082325,USD,47.29,USD,47.29,USD,47.29,USD,47.29,USD,47.29,USD,47.29,USD,47.29,USD,49.4,USD,49.4,USD,2034001.35104706,USD,47.2142,47.1895875,47.0702,46.57665385,47.30918542,47.03653,46.76387458,47.5563737,46.279265,45.0021563,,0.16559836,2025-02-18,2025-05-13,Neutral,61.115385,USD,Buy,46.62493998,47.01300166
SU,Suncor Energy Inc.,Integrated oil,Energy minerals,NYSE,,44066772275.51306,USD,35.62,USD,35.34,USD,0.18,USD,0.51798561,1.69784173,1236619164.06,762620,38325820,3873,5658530.2,4920267.1,4506455.5,2.86738351,3.86514455,2.64035372,35.415,10.88559408,1.62789542,0.12985314,1.0482315,0.69417024,1.4666463,0.10816803,0.0485274,0.43461767,0.3028423,0.91634955,0.44508598,0.25493299,2.02788356,0.42557874,40.745,USD,40.745,USD,41.7496,USD,41.945,USD,74.275,USD,35.655,USD,35.655,USD,35.655,USD,35.75,USD,35.75,USD,35.75,USD,35.75,USD,38.5,USD,38.5,USD,2346687.94803464,USD,35.604,35.5725,35.567,35.28461538,35.69622525,35.54475,35.39327475,35.91418351,35.09075,34.26731649,,0.12985314,2025-02-05,2025-05-13,Buy,44.61278412,USD,Strong buy,35.30122574,35.9836758
MPC,Marathon Petroleum Corporation,Oil refining/Marketing,Energy minerals,NYSE,"S&P 500, S&P 500 Energy, Russell 3000, Russell 1000, S&P 500 ESG",43945036028.82073,USD,140.59,USD,138.12,USD,0.34,USD,0.24716487,0.40709509,311770179.072,235367,13456223,1706,2729211.2,2788283.33333333,2694791.11111111,2.37179952,4.21754275,3.58598596,139.76333333,14.13703644,0.8983941,0.08101279,0.78205365,0.82181287,1.3761686,0.07019355,0.01479817,0.35402997,0.2250149,0.64564262,0.35739011,0.19729439,1.09585069,0.2451363,160.45,USD,160.45,USD,177.64,USD,221.11,USD,221.11,USD,140.59,USD,140.76,USD,140.76,USD,140.83,USD,140.83,USD,140.83,USD,140.83,USD,152.75,USD,152.75,USD,,,140.553,140.425625,140.058,139.26076923,140.89161688,139.909235,138.92685312,141.2537824,138.57275,135.8917176,,0.08101279,2025-02-04,2025-05-06,Buy,170.294118,USD,Buy,139.71497116,142.28403581
LULU,lululemon athletica inc.,Internet retail,Retail trade,NASDAQ,"S&P 500, NASDAQ 100, NASDAQ Composite, S&P 500 Consumer Discretionary, Russell 3000, Russell 1000, NASDAQ Industrials, S&P 500 ESG",43749259628.57884,USD,344.755,USD,349.21,USD,2.16,USD,0.62079669,0.36500546,106231814.06400003,182786,7139192,738,1438139.4,1521731.5,1808701.56666667,1.95446421,4.46793841,3.7154393,344.58833333,24.9006876,0.75899422,0.1171766,0.26103556,1.0095888,1.2093285,5.67754859,0.58329544,1.14545486,0.61325864,1.05006551,0.67757079,0.30775249,1.03621308,0.16080702,417.115,USD,423.32,USD,423.32,USD,480.94,USD,516.39,USD,345.41,USD,345.87,USD,345.87,USD,347.74,USD,347.74,USD,347.74,USD,347.74,USD,367.01,USD,367.01,USD,253138.89473684,USD,344.651,344.504375,344.313,345.62576923,345.31225672,344.08375,342.85524328,351.40096021,346.8865,342.37203979,,0.1171766,2024-12-05,2025-04-01,Buy,407.068966,USD,Sell,346.90648303,351.61948411
DHI,"D.R. Horton, Inc.",Homebuilding,Consumer durables,NYSE,"S&P 500, S&P 500 Consumer Discretionary, Russell 3000, PHLX Housing Sector, Russell 1000, S&P 500 ESG",42331982831.50802,USD,134.335,USD,134.9,USD,0.04,USD,0.02985966,0.701702,278160332.59199995,576745,19450873,5430,4075814.7,3807347.23333333,3374912.34444444,1.4407759,2.58949708,2.7751941,134.19876667,9.49243206,0.96565195,0.13425618,0.97088087,1.4972125,1.8059623,0.30693055,0.13058035,0.68578489,0.27710296,0.92072582,0.58452522,0.31439709,1.25750332,0.33935724,140.015,USD,160.98,USD,199.85,USD,199.85,USD,199.85,USD,134.455,USD,134.83,USD,134.83,USD,135.09,USD,135.09,USD,135.09,USD,135.09,USD,135.09,USD,135.09,USD,2492306.65041311,USD,134.429,134.4625,134.362,134.21423077,134.74785275,134.388,134.02814725,135.06476618,134.336645,133.60852382,,0.13425618,2025-01-21,2025-04-17,Buy,166.642857,USD,Buy,132.60333127,130.48411557
AME,"AMETEK, Inc.",Electrical products,Producer manufacturing,NYSE,"S&P 500, S&P 500 Industrials, Nasdaq US Large Cap Growth, Russell 3000, Russell 1000, S&P 500 ESG",42256797919.34832,USD,183.2,USD,184.9,USD,0.86,USD,0.46703595,0.41272944,229571442.815,252462,6522646,700,1322180.6,1328195.76666667,1243806.93333333,1.51607035,1.99760885,1.88672657,182.82166667,30.90783325,0.82230092,0.17814069,0.6978274,0.9841423,1.1470884,1.20689655,0.03289577,0.16142839,0.11354323,0.76567816,0.42495024,0.23930262,1.18028262,0.24902453,191.83,USD,192.61,USD,198.33,USD,198.33,USD,198.33,USD,183.2,USD,183.875,USD,183.875,USD,183.875,USD,183.875,USD,183.875,USD,183.875,USD,191.83,USD,191.83,USD,322845.58139535,USD,183.379,183.5475,183.379,183.29730769,183.88671942,183.296075,182.70543058,184.58813169,183.263,181.93786831,,0.17814069,2025-02-04,2025-05-06,Buy,204.642857,USD,Sell,183.93833177,184.93975658
BKR,Baker Hughes Company,Contract drilling,Industrial services,NASDAQ,"S&P 500, NASDAQ 100, NASDAQ Composite, S&P 500 Energy, Russell 3000, Russell 1000, NASDAQ Industrials, S&P 500 ESG",41822327226.59284,USD,42.24,USD,41.97,USD,0.34,USD,0.81145585,0.16706444,988855547.872,806081,38497852,6071,7404889.5,7831445.56666667,6940381.98888889,1.84151123,3.23681845,2.77114472,42.33333333,14.18115893,0.99031228,0.09934239,0.5885989,1.2581227,1.2869041,1.13655919,0.19301244,0.87169117,0.57601399,0.92295027,0.54172132,0.27072545,1.23171154,0.2851585,49.4,USD,49.4,USD,49.4,USD,49.4,USD,70.202993,USD,42.28,USD,42.33,USD,42.33,USD,42.675,USD,42.675,USD,42.675,USD,42.675,USD,45.3,USD,45.3,USD,488228.07017544,USD,42.24,42.244375,42.287,42.255,42.46467848,42.286,42.10732152,42.55715995,42.173185,41.78921005,,0.09934239,2025-01-30,2025-04-16,Buy,52.391304,USD,Buy,42.30814138,42.93069241
TCOM,Trip.com Group Limited,Other consumer services,Consumer services,NASDAQ,"NASDAQ Composite, NASDAQ Golden Dragon China, NASDAQ Industrials",41742515655.33678,USD,64.15,USD,64.4,USD,0.05,USD,0.07871537,1.38539043,642148670.902944,2121134,26851059,481485,7645836.9,4504706.6,3584242.32222222,3.16211878,4.18320179,4.20222095,63.57333333,18.47797909,0.962331,0.26336793,1.1090944,0.00541148,0.37626773,0.19780613,0.08113242,0.83521357,0.68006226,2.61137913,1.35457557,0.68040926,1.74245275,0.32664916,72.14,USD,77.18,USD,77.18,USD,77.18,USD,77.18,USD,64.16,USD,64.16,USD,64.16,USD,64.27,USD,64.27,USD,64.27,USD,64.27,USD,64.84,USD,64.84,USD,,,63.973,63.974375,64.009,63.61346154,64.27773772,63.92341,63.56908228,64.35889874,63.57725,62.79560126,,0.26336793,2025-02-24,2025-05-29,Strong buy,74.83285456,USD,Buy,63.27463044,62.08934292
FANG,"Diamondback Energy, Inc.",Oil & gas production,Energy minerals,NASDAQ,"S&P 500, NASDAQ 100, NASDAQ Composite, S&P 500 Energy, Nasdaq US Large Cap Growth, Russell 3000, Russell 1000, NASDAQ Industrials, S&P 500 ESG",41666465528.15179,USD,143.955,USD,141.81,USD,0.66,USD,0.47176555,1.3652609,186681630.093,351624,15987520,2295,3436763,2588018.96666667,2294191.94444444,3.02318964,4.2917812,3.50782065,142.895,9.11684611,0.83197488,0.09264862,0.44053647,0.89394605,1.8300681,0.43788891,0.19057235,0.56566084,0.35606251,0.9375124,0.48020425,0.24362072,1.60231171,0.39712979,166.405,USD,180.9084,USD,200.47,USD,214.5,USD,214.5,USD,144.15,USD,144.15,USD,144.15,USD,144.15,USD,144.15,USD,144.15,USD,144.15,USD,160.44,USD,160.44,USD,5580433.68633384,USD,143.8665,143.7515625,143.607,142.30538462,144.05842064,143.448375,142.83832936,144.83140392,141.53825,138.24509608,,0.09264862,2025-02-24,2025-05-05,Strong buy,212.266667,USD,Strong buy,143.37756355,146.3921415
CCI,Crown Castle Inc.,Real estate investment trusts,Finance,NYSE,"S&P 500, S&P 500 Real Estate, Nasdaq US Large Cap Growth, Russell 3000, Russell 1000",41365057338,USD,96.14,USD,95.22,USD,0.32,USD,0.33620509,0.04202564,433423281.606,159658,9816987,200,2510785.8,2442540.86666667,2891614.7,1.7078793,2.62274424,2.27730584,96.13,34.10792209,0.56423437,0.05704073,0.16688621,1.0394663,0.9062327,2.35182286,0.11448146,0.32066589,0.25614787,0.63761517,0.40257286,0.19368411,0.78113067,0.1763558,97.68,USD,102.77,USD,120.92,USD,120.92,USD,209.865,USD,96.225,USD,96.685,USD,96.685,USD,96.81,USD,96.81,USD,96.81,USD,96.81,USD,97.68,USD,97.68,USD,1485319.14893617,USD,96.265,96.40125,96.2685,96.01173077,96.72940132,96.32724615,95.92509098,96.86680421,95.690375,94.51394579,,0.05704073,2024-10-16,2025-03-12,Neutral,106.777778,USD,Buy,95.49756097,94.67086027
URI,"United Rentals, Inc.",Finance/Rental/Leasing,Finance,NYSE,"S&P 500, S&P 500 Industrials, Nasdaq US Large Cap Growth, Russell 3000, Russell 1000, S&P 500 ESG",41140206950.51303,USD,629.95,USD,634.98,USD,9.1,USD,1.45395283,1.45395283,64949151.78489999,66789,4180815,100,838137.2,690144.23333333,619736.81111111,1.92251769,4.32462594,3.38278765,626.60333333,16.26038295,0.65427832,0.07118736,2.109328,1.9652702,1.7663764,0.12140342,0.04734426,0.23263991,0.18095511,0.38005567,0.27018748,0.16095404,1.45228637,0.36573792,758.7299,USD,861.68,USD,896.98,USD,896.98,USD,896.98,USD,630.88,USD,630.88,USD,630.88,USD,630.88,USD,630.88,USD,630.88,USD,630.88,USD,650.565,USD,650.565,USD,550000,USD,629.777,629.87875,628.588,626.46346154,631.93222711,627.322,622.71177289,633.66540115,627.80425,621.94309885,,0.07118736,2025-01-29,2025-04-23,Buy,840.533333,USD,Buy,627.37329708,631.17073262
LHX,"L3Harris Technologies, Inc.",Aerospace & defense,Electronic technology,NYSE,"S&P 500, S&P 500 Industrials, Russell 3000, Russell 1000",40608937349.37271,USD,215.645,USD,214.5,USD,1.21,USD,0.56597596,0.3321016,187681829.902,109480,6336019,419,1289189.2,1418851.86666667,1148021.42222222,1.99490061,2.46610134,2.24407233,214.48333333,27.36646404,0.93992702,0.0758221,0.62215877,0.6821563,0.74060977,1.24283194,0.20357843,1.08111052,0.72568145,0.75835999,0.44026516,0.22836792,1.11320138,0.33302659,216.015,USD,234.05,USD,265.74,USD,265.74,USD,279.71,USD,216.015,USD,216.015,USD,216.015,USD,216.015,USD,216.015,USD,216.015,USD,216.015,USD,216.015,USD,216.015,USD,453723.40425532,USD,215.624,215.40875,215.107,214.14025385,215.89161702,214.796915,213.70221298,215.68674783,213.637415,211.58808217,,0.0758221,2025-01-30,2025-04-24,Buy,257.761905,USD,Buy,213.41775119,210.03344152
VST,Vistra Corp.,Electric utilities,Utilities,NYSE,"S&P 500, S&P 500 Utilities, Nasdaq US Large Cap Growth, Russell 3000, Dow Jones Utility Average, Dow Jones Composite Average, Russell 1000",39970595308.10523,USD,117.92,USD,114.66,USD,2.19,USD,1.91416834,0.21851237,334767964.644,1609016,48695402,84665,11106748.8,10230193.6,7423587.22222222,4.41629278,8.57477551,7.420818,116.76,16.68458883,0.66510479,0.1347215,2.9115646,1.3680053,1.2318709,0.41822658,0.08809804,0.42002865,0.29205931,1.09517985,0.65534493,0.27639801,1.262754,0.29836138,174.97,USD,199.84,USD,199.84,USD,199.84,USD,199.84,USD,118,USD,118.56,USD,118.56,USD,118.69,USD,118.69,USD,118.69,USD,118.69,USD,134.28,USD,134.28,USD,2828759.12408759,USD,117.86452,118.0122,117.91296,116.30397692,118.88488851,117.88088,116.87687149,119.18708192,115.38771,111.58833808,,0.1347215,2025-02-27,2025-05-13,Buy,185.046429,USD,Buy,119.47473196,125.92647254
AXON,"Axon Enterprise, Inc.",Aerospace & defense,Electronic technology,NASDAQ,"S&P 500, NASDAQ 100, NASDAQ Composite, S&P 500 Industrials, Nasdaq US Mid Cap Growth, Russell 3000, Russell 1000, NASDAQ Industrials, S&P 500 ESG",39801197864.20474,USD,519.4401,USD,501,USD,2.69,USD,0.53874347,0.33846708,72838108.98,233776,3923768,23885,1205236.9,934548.13333333,929835.73333333,4.32856,5.20097094,5.86416184,513.4643,108.69903949,0.90501165,0.17612719,2.1707728,1.7186592,1.1228483,0.05544159,0.10858192,0.71948406,0.59052338,2.18052905,1.27725165,0.59132747,1.10374453,0.26515611,715.99,USD,715.99,USD,715.99,USD,715.99,USD,715.99,USD,520.94,USD,520.94,USD,520.94,USD,520.9528,USD,520.9528,USD,520.9528,USD,520.9528,USD,543.41,USD,543.41,USD,507933.17073171,USD,519.60404,518.868125,518.54552,510.22712308,521.20693646,517.826015,514.44509354,523.57456639,506.14538,488.71619361,,0.17612719,2025-02-25,2025-05-13,Buy,679.692308,USD,Buy,517.4605999,525.47450856
GEHC,GE HealthCare Technologies Inc.,Medical specialties,Health technology,NASDAQ,"S&P 500, NASDAQ 100, NASDAQ Composite, S&P 500 Health Care, Russell 3000, Russell 1000",38966390608.21379,USD,85.21,USD,85.66,USD,0.14,USD,0.16391523,0.29270577,456132189.335,274529,14887215,3908,2995468,2832940.16666667,3118819.32222222,1.2514758,2.76262238,2.47765037,85.22333333,19.624145,0.74975122,0.08437993,0.40196732,1.3162168,1.3162168,0.07218653,0.06003242,0.32731923,0.17477066,0.6312599,0.40404872,0.19173291,1.21006879,0.24929915,94.8,USD,94.8,USD,94.8,USD,94.8,USD,94.8,USD,85.2896,USD,85.4687,USD,85.4687,USD,85.76,USD,85.76,USD,85.76,USD,85.76,USD,88.98,USD,88.98,USD,371169.81132076,USD,85.25328,85.301425,85.18028,85.2403,85.48514672,85.2186269,84.95210708,85.76818824,85.316695,84.86520176,,0.08437993,2025-02-13,2025-04-29,Buy,101.9375,USD,Neutral,85.29633787,86.26073064
GLW,Corning Incorporated,Electronic components,Electronic technology,NYSE,"S&P 500, S&P 500 Information Technology, Russell 3000, Russell 1000",38896570980.5713,USD,45.41,USD,45.5,USD,0.04,USD,0.08789277,-0.02197319,779369595.7559999,390232,26287592,5860,5692743.2,5952510.6,5020433.32222222,1.3330371,3.2543366,2.54980327,45.35333333,77.7834875,0.69653313,0.06327671,1.1334057,1.2086908,1.0186495,0.01487475,0.0907098,0.48491307,0.31544796,0.59146017,0.32108609,0.15925859,1.13310064,0.21857621,54.31,USD,55.33,USD,55.33,USD,55.33,USD,113.290534,USD,45.47,USD,45.56,USD,45.56,USD,45.61,USD,45.61,USD,45.61,USD,45.61,USD,50.6,USD,50.6,USD,233321.49200711,USD,45.466,45.48625,45.448,45.43469585,45.62407871,45.44529,45.26650129,45.86180527,45.5165973,45.17138933,,0.06327671,2025-01-29,2025-05-06,Buy,57.5,USD,Sell,45.94995717,47.18603967
PRU,"Prudential Financial, Inc.",Life/Health insurance,Finance,NYSE,"S&P 500, Russell 3000, S&P 500 Financials, Russell 1000, S&P 500 ESG",38830259784.88251,USD,109.69,USD,110.84,USD,1.23,USD,1.11676049,0.63555475,353283504,94480,7329774,645,1711457.7,1776571.93333333,1618068.37777778,1.16567233,2.55101197,1.90619661,109.62,14.67051853,0.54789807,0.0508076,0.8050898,1.110291,1.2587311,0.16561775,0.02804439,0.25922008,0.16762448,0.48200175,0.30983786,0.13933959,1.01718519,0.23118453,116.62,USD,126.86,USD,130.5515,USD,130.5515,USD,130.5515,USD,109.74201,USD,110.135,USD,110.135,USD,110.22,USD,110.22,USD,110.22,USD,110.22,USD,116.62,USD,116.62,USD,1843255.83830768,USD,109.780402,109.87087625,109.789,109.84249231,110.21768978,109.8306555,109.44362122,110.69130182,109.97612,109.26093818,,0.0508076,2025-02-04,2025-05-06,Neutral,125.285714,USD,Strong sell,110.16113764,110.87924285
F/PD,"Ford Motor Company 6.500% Notes due August 15, 2062",Motor vehicles,Consumer durables,NYSE,,38088731797,USD,23.89,USD,24.01,USD,0.47,USD,1.99660153,1.99660153,3882082194.8,2561,220568,100,46384.2,45494.26666667,46746.16666667,1.47679325,1.10569853,1.09935393,23.82666667,16.34398303,0.5617863,0.04943395,0.32136822,0.3969282,0.3969282,0.7108331,0.52926855,0.24398575,0.58980946,0.31054063,0.16799933,0.07861854,0.98309552,0.24829635,24.7999,USD,25.27,USD,26.06,USD,26.19,USD,26.19,USD,23.89,USD,23.89,USD,23.89,USD,23.89,USD,23.89,USD,23.89,USD,23.89,USD,24.1587,USD,24.1587,USD,1081824.56140351,USD,23.676,23.64875,23.686,23.65638462,23.79145719,23.6494,23.50734281,23.81271894,23.67405,23.53538106,,0.04943395,,,,,,Strong buy,23.78791759,23.84993637
ODFL,"Old Dominion Freight Line, Inc.",Trucking,Transportation,NASDAQ,"S&P 500, NASDAQ 100, NASDAQ Composite, Dow Jones Transportation Average, S&P 500 Industrials, Nasdaq US Large Cap Growth, Russell 3000, Dow Jones Composite Average, Russell 1000, NASDAQ Transportation",38047694171.61347,USD,179.01,USD,179.1,USD,1.68,USD,0.94605248,0.85595225,183536220.765,166627,9847732,300,2020596.2,1931808.06666667,1577599.91111111,1.22972782,3.68197875,3.49171757,178.58,32.68156425,0.56703534,0.06478777,1.2173784,1.3063046,1.1058595,0.45825812,0.29145492,0.74792109,0.49393894,0.64646653,0.38619354,0.18170385,1.36167189,0.29590398,209.61,USD,209.61,USD,233.26,USD,233.26,USD,233.26,USD,179.06,USD,179.455,USD,179.455,USD,179.455,USD,179.455,USD,179.455,USD,179.455,USD,179.455,USD,179.455,USD,265577.07239096,USD,179.059,179.1225,178.663,178.21230769,179.79613837,178.5575,177.31886163,179.25042375,178.00575,176.76107625,,0.06478777,2025-02-05,2025-04-23,Neutral,201.35,USD,Buy,177.81105396,178.07258868
ARGX,argenx SE,Pharmaceuticals: other,Health technology,NASDAQ,"NASDAQ Composite, NASDAQ Biotechnology",37886684365.50832,USD,608.82,USD,614,USD,0.82,USD,0.13372908,0.13372908,60435321.04,40821,932209,110,279163.9,245999.16666667,275493.52222222,1.05141727,2.27372673,2.298571,609.34,47.72812794,0.62057121,0.13760203,0.02012693,0.19515154,0.5912708,0.86956522,0.11465918,0.33718852,0.23216939,1.62637936,0.6272864,0.27012835,0.8100974,0.1520142,666.2,USD,678.21,USD,678.21,USD,678.21,USD,678.21,USD,609.14,USD,611.28,USD,611.28,USD,612.4,USD,612.4,USD,612.4,USD,612.4,USD,644.19,USD,644.19,USD,,,609.7068,610.403625,610.4608,611.49723077,612.99877477,610.13695,607.27512523,619.22990711,613.13795,607.04599289,,0.13760203,2025-02-27,2025-07-31,Strong buy,704.012402,USD,Strong sell,615.08680743,620.79790556
